      # Columns are: wavelength (microns), kappa ext (cm^2 g^-1),   kappa abs (cm^2 g^-1), kappa sca (cm^2 g^-1), albedo
 # Note that the opacities are per gram of gas
   1.0000E-01   4.3094E+02   1.9942E+02   2.3152E+02   5.3725E-01
   1.0687E-01   4.3398E+02   2.0467E+02   2.2932E+02   5.2840E-01
   1.1422E-01   4.3597E+02   2.1041E+02   2.2555E+02   5.1736E-01
   1.2207E-01   4.3972E+02   2.1460E+02   2.2512E+02   5.1197E-01
   1.3046E-01   4.4284E+02   2.1991E+02   2.2293E+02   5.0340E-01
   1.3942E-01   4.4646E+02   2.2408E+02   2.2238E+02   4.9810E-01
   1.4900E-01   4.5223E+02   2.2081E+02   2.3141E+02   5.1172E-01
   1.5924E-01   4.6892E+02   2.3089E+02   2.3803E+02   5.0760E-01
   1.7019E-01   4.5746E+02   2.3372E+02   2.2374E+02   4.8910E-01
   1.8188E-01   4.0520E+02   2.1488E+02   1.9033E+02   4.6970E-01
   1.9438E-01   3.9754E+02   1.7715E+02   2.2039E+02   5.5438E-01
   2.0774E-01   5.1689E+02   1.4562E+02   3.7127E+02   7.1828E-01
   2.2202E-01   5.5703E+02   9.0757E+01   4.6628E+02   8.3707E-01
   2.3728E-01   7.2602E+02   8.1941E+01   6.4408E+02   8.8714E-01
   2.5359E-01   7.6467E+02   9.0736E+01   6.7394E+02   8.8134E-01
   2.7101E-01   6.9104E+02   6.7044E+01   6.2400E+02   9.0298E-01
   2.8964E-01   7.3138E+02   6.5960E+01   6.6542E+02   9.0981E-01
   3.0954E-01   7.4419E+02   7.1630E+01   6.7256E+02   9.0375E-01
   3.3082E-01   6.4263E+02   6.3517E+01   5.7911E+02   9.0116E-01
   3.5355E-01   5.4771E+02   5.0395E+01   4.9732E+02   9.0799E-01
   3.7785E-01   5.0833E+02   4.4784E+01   4.6354E+02   9.1190E-01
   4.0382E-01   4.8806E+02   4.4849E+01   4.4321E+02   9.0811E-01
   4.3157E-01   4.4984E+02   4.5766E+01   4.0407E+02   8.9826E-01
   4.6123E-01   3.8013E+02   4.3291E+01   3.3684E+02   8.8612E-01
   4.9293E-01   3.0329E+02   3.7552E+01   2.6573E+02   8.7618E-01
   5.2680E-01   2.4127E+02   3.1459E+01   2.0981E+02   8.6961E-01
   5.6301E-01   1.9551E+02   2.6543E+01   1.6897E+02   8.6424E-01
   6.0170E-01   1.6043E+02   2.2863E+01   1.3757E+02   8.5749E-01
   6.4305E-01   1.3183E+02   2.0060E+01   1.1177E+02   8.4783E-01
   6.8725E-01   1.0789E+02   1.7823E+01   9.0063E+01   8.3479E-01
   7.3448E-01   8.7663E+01   1.5952E+01   7.1711E+01   8.1803E-01
   7.8496E-01   7.0811E+01   1.4339E+01   5.6472E+01   7.9750E-01
   8.3890E-01   5.6996E+01   1.2918E+01   4.4077E+01   7.7334E-01
   8.9656E-01   4.5823E+01   1.1660E+01   3.4163E+01   7.4555E-01
   9.5817E-01   3.6897E+01   1.0546E+01   2.6352E+01   7.1419E-01
   1.0240E+00   2.9817E+01   9.5625E+00   2.0255E+01   6.7929E-01
   1.0944E+00   2.4220E+01   8.6966E+00   1.5524E+01   6.4094E-01
   1.1696E+00   1.9805E+01   7.9304E+00   1.1875E+01   5.9958E-01
   1.2500E+00   1.6323E+01   7.2536E+00   9.0698E+00   5.5563E-01
   1.3359E+00   1.3601E+01   6.6746E+00   6.9269E+00   5.0928E-01
   1.4277E+00   1.1449E+01   6.1614E+00   5.2878E+00   4.6185E-01
   1.5258E+00   9.7380E+00   5.7017E+00   4.0363E+00   4.1449E-01
   1.6307E+00   8.3647E+00   5.2837E+00   3.0810E+00   3.6833E-01
   1.7428E+00   7.2640E+00   4.9131E+00   2.3509E+00   3.2364E-01
   1.8625E+00   6.3840E+00   4.5911E+00   1.7929E+00   2.8085E-01
   1.9905E+00   5.6737E+00   4.3069E+00   1.3669E+00   2.4091E-01
   2.1273E+00   5.0900E+00   4.0479E+00   1.0421E+00   2.0473E-01
   2.2735E+00   4.6107E+00   3.8162E+00   7.9446E-01   1.7231E-01
   2.4298E+00   4.2117E+00   3.6067E+00   6.0502E-01   1.4365E-01
   2.5968E+00   3.8774E+00   3.4169E+00   4.6056E-01   1.1878E-01
   2.7752E+00   3.5989E+00   3.2488E+00   3.5012E-01   9.7285E-02
   2.9660E+00   3.3624E+00   3.0965E+00   2.6585E-01   7.9067E-02
   3.1698E+00   3.1646E+00   2.9629E+00   2.0168E-01   6.3731E-02
   3.3876E+00   2.9979E+00   2.8450E+00   1.5281E-01   5.0975E-02
   3.6204E+00   2.8338E+00   2.7183E+00   1.1559E-01   4.0788E-02
   3.8693E+00   2.6868E+00   2.5997E+00   8.7099E-02   3.2418E-02
   4.1352E+00   2.5552E+00   2.4898E+00   6.5391E-02   2.5592E-02
   4.4194E+00   2.4263E+00   2.3774E+00   4.8844E-02   2.0132E-02
   4.7231E+00   2.3215E+00   2.2853E+00   3.6204E-02   1.5595E-02
   5.0477E+00   2.2446E+00   2.2180E+00   2.6596E-02   1.1849E-02
   5.3946E+00   2.2075E+00   2.1882E+00   1.9286E-02   8.7368E-03
   5.7653E+00   2.2145E+00   2.2007E+00   1.3773E-02   6.2194E-03
   6.1616E+00   2.2647E+00   2.2551E+00   9.5950E-03   4.2367E-03
   6.5850E+00   2.2900E+00   2.2836E+00   6.4180E-03   2.8026E-03
   7.0376E+00   2.2996E+00   2.2957E+00   3.8781E-03   1.6864E-03
   7.5212E+00   3.0244E+00   3.0226E+00   1.7570E-03   5.8096E-04
   8.0381E+00   7.9360E+00   7.9351E+00   8.8676E-04   1.1174E-04
   8.5905E+00   1.6455E+01   1.6453E+01   2.1783E-03   1.3238E-04
   9.1809E+00   2.7116E+01   2.7111E+01   5.1986E-03   1.9172E-04
   9.8119E+00   2.7716E+01   2.7709E+01   6.6688E-03   2.4061E-04
   1.0486E+01   2.2947E+01   2.2941E+01   6.0246E-03   2.6254E-04
   1.1207E+01   1.6615E+01   1.6611E+01   4.4237E-03   2.6624E-04
   1.1977E+01   1.2221E+01   1.2217E+01   3.1854E-03   2.6066E-04
   1.2800E+01   8.7954E+00   8.7932E+00   2.1743E-03   2.4721E-04
   1.3680E+01   6.4916E+00   6.4903E+00   1.3909E-03   2.1425E-04
   1.4620E+01   6.3193E+00   6.3185E+00   8.5344E-04   1.3505E-04
   1.5625E+01   7.5844E+00   7.5838E+00   6.3237E-04   8.3378E-05
   1.6699E+01   9.1282E+00   9.1277E+00   5.5936E-04   6.1278E-05
   1.7846E+01   1.0191E+01   1.0190E+01   5.5125E-04   5.4092E-05
   1.9073E+01   9.9679E+00   9.9673E+00   5.2788E-04   5.2958E-05
   2.0383E+01   8.6241E+00   8.6236E+00   4.4818E-04   5.1968E-05
   2.1784E+01   7.4474E+00   7.4471E+00   3.5920E-04   4.8231E-05
   2.3281E+01   6.4075E+00   6.4072E+00   2.8277E-04   4.4131E-05
   2.4881E+01   5.5595E+00   5.5593E+00   2.2181E-04   3.9897E-05
   2.6591E+01   4.8087E+00   4.8085E+00   1.7191E-04   3.5750E-05
   2.8419E+01   4.1764E+00   4.1762E+00   1.3331E-04   3.1920E-05
   3.0372E+01   3.6351E+00   3.6350E+00   1.0331E-04   2.8421E-05
   3.2459E+01   3.1613E+00   3.1612E+00   7.9710E-05   2.5214E-05
   3.4690E+01   2.7646E+00   2.7646E+00   6.1407E-05   2.2211E-05
   3.7074E+01   2.4314E+00   2.4313E+00   4.7317E-05   1.9461E-05
   3.9622E+01   2.1290E+00   2.1290E+00   3.6526E-05   1.7157E-05
   4.2345E+01   1.8566E+00   1.8566E+00   2.8197E-05   1.5187E-05
   4.5255E+01   1.6162E+00   1.6161E+00   2.1706E-05   1.3431E-05
   4.8365E+01   1.4051E+00   1.4050E+00   1.6695E-05   1.1882E-05
   5.1689E+01   1.2209E+00   1.2209E+00   1.2832E-05   1.0510E-05
   5.5242E+01   1.0595E+00   1.0595E+00   9.8550E-06   9.3017E-06
   5.9038E+01   9.1896E-01   9.1895E-01   7.5634E-06   8.2304E-06
   6.3096E+01   7.9740E-01   7.9740E-01   5.8004E-06   7.2742E-06
   6.7432E+01   6.9143E-01   6.9142E-01   4.4473E-06   6.4320E-06
   7.2066E+01   5.9936E-01   5.9935E-01   3.4093E-06   5.6883E-06
   7.7019E+01   5.2025E-01   5.2025E-01   2.6124E-06   5.0214E-06
   8.2312E+01   4.5195E-01   4.5194E-01   2.0011E-06   4.4278E-06
   8.7969E+01   3.9254E-01   3.9253E-01   1.5333E-06   3.9061E-06
   9.4015E+01   3.4136E-01   3.4136E-01   1.1745E-06   3.4408E-06
   1.0048E+02   2.9706E-01   2.9706E-01   8.9970E-07   3.0287E-06
   1.0738E+02   2.5861E-01   2.5861E-01   6.8932E-07   2.6655E-06
   1.1476E+02   2.2506E-01   2.2506E-01   5.2811E-07   2.3465E-06
   1.2265E+02   1.9631E-01   1.9631E-01   4.0449E-07   2.0604E-06
   1.3108E+02   1.7123E-01   1.7123E-01   3.0988E-07   1.8097E-06
   1.4008E+02   1.4939E-01   1.4939E-01   2.3741E-07   1.5892E-06
   1.4971E+02   1.3031E-01   1.3031E-01   1.8191E-07   1.3960E-06
   1.6000E+02   1.1377E-01   1.1377E-01   1.3939E-07   1.2252E-06
