# No.   M* (M_sun)   R* (R_sun)   Rph (R_sun)  L* (L_sun)  Ltot (L_sun)   t (yr)
   51  7.36414E-02  2.54422E+00  0.00000E+00  1.51890E-01  9.06923E+00  7.36415E+03  
   52  7.65373E-02  2.55691E+00  2.56332E+00  1.48636E-01  9.42843E+00  7.65880E+03  
   53  7.95988E-02  2.58238E+00  2.58822E+00  1.43555E-01  9.68795E+00  7.95998E+03  
   54  8.27841E-02  2.59365E+00  2.62145E+00  1.41204E-01  1.00225E+01  8.27838E+03  
   55  8.60278E-02  2.59304E+00  2.66102E+00  1.40283E-01  1.04191E+01  8.60965E+03  
   56  8.95111E-02  2.59082E+00  2.70104E+00  1.38794E-01  1.08294E+01  8.94700E+03  
   57  9.31818E-02  2.58884E+00  2.74289E+00  1.36945E-01  1.12689E+01  9.30927E+03  
   58  9.69775E-02  2.58822E+00  2.78527E+00  1.34809E-01  1.17264E+01  9.69102E+03  
   59  1.00836E-01  2.58842E+00  2.82768E+00  1.32695E-01  1.21963E+01  1.00858E+04  
   60  1.04869E-01  2.58920E+00  2.86950E+00  1.30555E-01  1.26717E+01  1.04871E+04  
   61  1.09064E-01  2.58955E+00  2.91248E+00  1.28594E-01  1.31718E+01  1.09066E+04  
   62  1.13416E-01  2.59210E+00  2.95498E+00  1.26165E-01  1.36802E+01  1.13428E+04  
   63  1.17917E-01  2.59528E+00  2.99766E+00  1.23798E-01  1.42046E+01  1.17954E+04  
   64  1.22561E-01  2.59799E+00  3.04110E+00  1.21663E-01  1.47506E+01  1.22635E+04  
   65  1.27345E-01  2.60212E+00  3.08484E+00  1.19208E-01  1.53054E+01  1.27465E+04  
   66  1.32439E-01  2.60696E+00  3.13013E+00  1.16717E-01  1.58725E+01  1.32440E+04  
   67  1.37618E-01  2.61396E+00  3.17601E+00  1.13824E-01  1.64633E+01  1.37738E+04  
   68  1.43080E-01  2.62127E+00  3.22131E+00  1.11185E-01  1.70624E+01  1.43124E+04  
   69  1.48801E-01  2.62864E+00  3.26800E+00  1.08601E-01  1.76965E+01  1.48805E+04  
   70  1.54754E-01  2.63876E+00  3.31408E+00  1.05333E-01  1.83409E+01  1.54755E+04  
   71  1.60916E-01  2.65069E+00  3.35981E+00  1.02082E-01  1.89989E+01  1.60946E+04  
   72  1.67268E-01  2.66378E+00  3.40524E+00  9.89206E-02  1.96721E+01  1.67355E+04  
   73  1.73802E-01  2.67875E+00  3.44970E+00  9.55148E-02  2.03496E+01  1.73961E+04  
   74  1.80754E-01  2.69450E+00  3.49381E+00  9.23731E-02  2.10402E+01  1.80756E+04  
   75  1.87983E-01  2.71182E+00  3.53884E+00  8.89871E-02  2.17652E+01  1.87986E+04  
   76  1.95336E-01  2.73019E+00  3.58386E+00  8.56059E-02  2.25107E+01  1.95505E+04  
   77  2.03334E-01  2.74943E+00  3.62777E+00  8.24892E-02  2.32573E+01  2.03152E+04  
   78  2.09605E-01  2.76562E+00  3.66247E+00  7.96975E-02  2.38607E+01  2.09437E+04  
   79  2.15782E-01  2.78205E+00  3.69728E+00  7.70252E-02  2.44790E+01  2.15896E+04  
   80  2.22366E-01  2.79822E+00  3.73069E+00  7.48602E-02  2.50825E+01  2.22258E+04  
   81  2.29150E-01  2.81525E+00  3.76540E+00  7.24246E-02  2.57207E+01  2.29039E+04  
   82  2.35922E-01  2.83299E+00  3.80006E+00  6.97918E-02  2.63669E+01  2.36027E+04  
   83  2.42998E-01  2.85371E+00  3.83200E+00  6.65756E-02  2.69540E+01  2.43003E+04  
   84  2.50288E-01  2.87598E+00  3.86401E+00  6.36595E-02  2.75443E+01  2.50291E+04  
   85  2.57751E-01  2.89802E+00  3.89661E+00  6.15434E-02  2.81557E+01  2.57800E+04  
   86  2.65411E-01  2.92054E+00  3.92902E+00  5.97345E-02  2.87690E+01  2.65487E+04  
   87  2.73373E-01  2.94266E+00  3.96194E+00  5.86251E-02  2.94030E+01  2.73377E+04  
   88  2.81840E-01  2.96389E+00  3.99627E+00  5.80889E-02  3.00795E+01  2.81578E+04  
   89  2.90198E-01  2.98696E+00  4.03133E+00  5.73627E-02  3.07743E+01  2.90299E+04  
   90  2.99001E-01  3.00896E+00  4.06543E+00  5.74232E-02  3.14606E+01  2.98908E+04  
   91  3.07881E-01  3.03225E+00  4.10017E+00  5.75605E-02  3.21655E+01  3.07975E+04  
   92  3.17117E-01  3.05459E+00  4.13493E+00  5.81294E-02  3.28834E+01  3.17121E+04  
   93  3.26629E-01  3.07667E+00  4.17076E+00  5.88270E-02  3.36360E+01  3.26635E+04  
   94  3.36156E-01  3.09980E+00  4.20628E+00  5.96231E-02  3.43873E+01  3.36432E+04  
   95  3.46432E-01  3.12353E+00  4.24052E+00  6.06362E-02  3.51159E+01  3.46245E+04  
   96  3.56828E-01  3.14849E+00  4.27689E+00  6.17706E-02  3.58967E+01  3.56829E+04  
   97  3.67530E-01  3.17200E+00  4.31540E+00  6.28290E-02  3.66975E+01  3.67537E+04  
   98  3.78389E-01  3.19664E+00  4.35351E+00  6.39540E-02  3.74974E+01  3.78561E+04  
   99  3.89375E-01  3.22039E+00  4.39186E+00  6.50199E-02  3.83178E+01  3.89745E+04  
  100  4.01324E-01  3.24465E+00  4.42934E+00  6.61372E-02  3.91293E+01  4.01062E+04  
  101  4.13308E-01  3.26940E+00  4.46993E+00  6.72547E-02  4.00241E+01  4.13369E+04  
  102  4.26059E-01  3.29305E+00  4.51017E+00  6.83057E-02  4.09254E+01  4.25713E+04  
  103  4.38840E-01  3.31912E+00  4.55111E+00  6.95076E-02  4.18491E+01  4.38846E+04  
  104  4.52399E-01  3.34415E+00  4.59159E+00  7.07237E-02  4.27777E+01  4.52010E+04  
  105  4.66013E-01  3.37141E+00  4.63283E+00  7.20714E-02  4.37307E+01  4.65977E+04  
  106  4.79613E-01  3.39830E+00  4.67325E+00  7.34195E-02  4.46776E+01  4.79999E+04  
  107  4.94099E-01  3.42314E+00  4.71372E+00  7.46168E-02  4.56424E+01  4.94008E+04  
  108  5.09036E-01  3.44848E+00  4.75618E+00  7.57908E-02  4.66699E+01  5.08928E+04  
  109  5.24592E-01  3.47216E+00  4.80023E+00  7.68235E-02  4.77546E+01  5.24313E+04  
  110  5.40330E-01  3.49609E+00  4.84518E+00  7.78057E-02  4.88766E+01  5.40336E+04  
  111  5.56912E-01  3.51723E+00  4.89129E+00  7.85580E-02  5.00485E+01  5.56547E+04  
  112  5.73772E-01  3.53772E+00  4.93964E+00  7.91854E-02  5.12957E+01  5.73626E+04  
  113  5.90987E-01  3.55451E+00  4.99008E+00  7.94103E-02  5.26183E+01  5.90993E+04  
  114  6.08699E-01  3.56634E+00  5.04350E+00  7.89812E-02  5.40467E+01  6.08724E+04  
  115  6.26979E-01  3.58624E+00  5.09222E+00  7.92630E-02  5.53536E+01  6.26968E+04  
  116  6.46189E-01  3.60452E+00  5.14278E+00  7.96385E-02  5.67278E+01  6.45796E+04  
  117  6.65566E-01  3.61614E+00  5.19924E+00  7.87367E-02  5.82855E+01  6.65583E+04  
  118  6.85372E-01  3.64022E+00  5.24703E+00  7.98848E-02  5.96168E+01  6.85542E+04  
  119  7.05937E-01  3.66901E+00  5.29186E+00  8.18471E-02  6.08825E+01  7.05942E+04  
  120  7.16308E-01  3.74113E+00  5.27846E+00  9.55180E-02  6.04779E+01  7.16535E+04  
  121  7.26758E-01  3.78124E+00  5.28496E+00  1.08926E-01  6.06507E+01  7.27061E+04  
  122  7.37566E-01  3.82703E+00  5.28826E+00  1.32870E-01  6.07333E+01  7.37669E+04  
  123  7.48629E-01  3.87541E+00  5.29115E+00  1.66540E-01  6.08112E+01  7.48639E+04  
  124  7.63741E-01  4.00892E+00  5.25787E+00  3.24348E-01  5.98861E+01  7.63611E+04  
  125  7.78375E-01  4.11331E+00  5.24803E+00  5.58899E-01  5.96770E+01  7.79026E+04  
  126  7.94094E-01  4.21693E+00  5.23614E+00  7.49475E-01  5.94535E+01  7.93952E+04  
  127  8.09808E-01  4.32044E+00  5.22653E+00  9.07255E-01  5.93197E+01  8.09986E+04  
  128  8.25986E-01  4.42323E+00  5.21818E+00  1.07205E+00  5.92291E+01  8.26014E+04  
  129  8.42585E-01  4.52527E+00  5.21212E+00  1.24186E+00  5.92062E+01  8.42516E+04  
  130  8.58831E-01  4.62378E+00  5.20948E+00  1.41525E+00  5.92754E+01  8.59447E+04  
  131  8.76263E-01  4.71816E+00  5.20845E+00  1.58949E+00  5.93809E+01  8.76018E+04  
  132  8.93747E-01  4.80865E+00  5.21236E+00  1.76473E+00  5.96185E+01  8.93800E+04  
  133  9.11234E-01  4.89369E+00  5.21879E+00  1.93616E+00  5.99202E+01  9.11633E+04  
  134  9.29342E-01  4.97074E+00  5.22863E+00  2.09971E+00  6.03045E+01  9.29470E+04  
  135  9.47880E-01  5.05160E+00  5.22721E+00  2.00610E+00  6.04193E+01  9.47941E+04  
  136  9.66503E-01  5.13060E+00  5.22505E+00  1.85411E+00  6.05176E+01  9.66850E+04  
  137  9.85411E-01  5.20262E+00  5.22920E+00  1.78920E+00  6.07814E+01  9.85846E+04  
  138  1.00506E+00  5.26773E+00  5.29503E+00  3.17866E+00  6.26069E+01  1.00513E+05  
  139  1.02554E+00  5.33334E+00  0.00000E+00  4.05592E+00  6.32756E+01  1.02518E+05  
  140  1.04628E+00  5.39327E+00  0.00000E+00  4.22468E+00  6.39796E+01  1.04606E+05  
  141  1.06778E+00  5.44869E+00  0.00000E+00  4.38875E+00  6.47321E+01  1.06722E+05  
  142  1.08986E+00  5.49843E+00  0.00000E+00  4.54052E+00  6.55667E+01  1.08915E+05  
  143  1.11244E+00  5.54193E+00  0.00000E+00  4.66887E+00  6.64680E+01  1.11167E+05  
  144  1.13505E+00  5.58303E+00  0.00000E+00  4.79205E+00  6.74071E+01  1.13470E+05  
  145  1.15731E+00  5.62123E+00  0.00000E+00  4.90390E+00  6.83576E+01  1.15777E+05  
  146  1.17993E+00  5.65371E+00  0.00000E+00  4.99976E+00  6.93262E+01  1.18047E+05  
  147  1.20439E+00  5.68352E+00  0.00000E+00  5.08414E+00  7.03237E+01  1.20354E+05  
  148  1.22843E+00  5.71370E+00  0.00000E+00  5.16347E+00  7.14035E+01  1.22849E+05  
  149  1.25300E+00  5.73853E+00  0.00000E+00  5.22209E+00  7.24922E+01  1.25301E+05  
  150  1.27910E+00  5.75910E+00  0.00000E+00  5.26891E+00  7.36393E+01  1.27807E+05  
  151  1.30464E+00  5.78092E+00  0.00000E+00  5.31026E+00  7.48414E+01  1.30469E+05  
  152  1.32987E+00  5.80231E+00  0.00000E+00  5.35406E+00  7.60124E+01  1.33075E+05  
  153  1.35646E+00  5.82106E+00  0.00000E+00  5.39127E+00  7.71840E+01  1.35649E+05  
  154  1.38406E+00  5.83899E+00  0.00000E+00  5.42140E+00  7.84247E+01  1.38361E+05  
  155  1.41215E+00  5.85467E+00  0.00000E+00  5.43711E+00  7.97264E+01  1.41176E+05  
  156  1.44128E+00  5.87078E+00  0.00000E+00  5.45690E+00  8.10458E+01  1.44041E+05  
  157  1.47003E+00  5.88863E+00  0.00000E+00  5.48129E+00  8.23956E+01  1.47012E+05  
  158  1.49886E+00  5.90328E+00  0.00000E+00  5.41866E+00  8.36727E+01  1.49945E+05  
  159  1.52884E+00  5.91743E+00  5.95042E+00  5.27022E+00  8.58512E+01  1.52885E+05  
  160  1.55941E+00  5.93453E+00  5.96779E+00  4.72570E+00  8.66791E+01  1.55943E+05  
  161  1.59061E+00  5.95361E+00  5.98709E+00  4.25279E+00  8.75755E+01  1.59062E+05  
  162  1.62242E+00  5.97425E+00  6.00789E+00  3.83695E+00  8.85315E+01  1.62244E+05  
  163  1.65483E+00  5.99551E+00  6.02931E+00  3.43706E+00  8.95173E+01  1.65489E+05  
  164  1.68792E+00  6.02191E+00  6.05605E+00  3.26773E+00  9.06838E+01  1.68794E+05  
  165  1.72168E+00  6.04973E+00  6.08401E+00  3.15497E+00  9.19110E+01  1.72170E+05  
  166  1.75612E+00  6.07753E+00  6.11191E+00  3.03217E+00  9.31495E+01  1.75614E+05  
  167  1.79128E+00  6.10543E+00  6.14002E+00  2.91057E+00  9.44104E+01  1.79126E+05  
  168  1.82710E+00  6.13670E+00  6.17153E+00  2.94244E+00  9.58033E+01  1.82712E+05  
  169  1.86364E+00  6.16897E+00  6.20417E+00  3.02469E+00  9.72536E+01  1.86367E+05  
  170  1.90092E+00  6.20232E+00  6.23788E+00  3.15622E+00  9.87608E+01  1.90094E+05  
  171  1.93893E+00  6.23529E+00  6.27112E+00  3.26566E+00  1.00274E+02  1.93896E+05  
  172  1.97771E+00  6.26896E+00  6.30504E+00  3.41108E+00  1.01837E+02  1.97774E+05  
  173  2.01727E+00  6.30709E+00  6.34365E+00  3.78263E+00  1.03584E+02  2.01729E+05  
  174  2.05762E+00  6.34414E+00  6.38111E+00  4.10331E+00  1.05319E+02  2.05764E+05  
  175  2.09877E+00  6.38080E+00  6.41823E+00  4.40675E+00  1.07065E+02  2.09879E+05  
  176  2.14074E+00  6.41753E+00  6.45537E+00  4.71788E+00  1.08840E+02  2.14077E+05  
  177  2.18356E+00  6.45889E+00  6.49702E+00  5.27653E+00  1.10816E+02  2.18358E+05  
  178  2.22600E+00  6.50045E+00  0.00000E+00  5.67134E+00  1.11230E+02  2.22726E+05  
  179  2.27032E+00  6.54385E+00  0.00000E+00  5.78819E+00  1.12685E+02  2.27055E+05  
  180  2.31565E+00  6.58876E+00  0.00000E+00  5.91691E+00  1.14199E+02  2.31576E+05  
  181  2.36131E+00  6.63676E+00  0.00000E+00  6.06532E+00  1.15710E+02  2.36199E+05  
  182  2.40666E+00  6.68874E+00  0.00000E+00  6.23999E+00  1.17178E+02  2.40857E+05  
  183  2.45448E+00  6.74805E+00  0.00000E+00  6.46909E+00  1.18544E+02  2.45482E+05  
  184  2.50421E+00  6.81157E+00  0.00000E+00  6.72975E+00  1.19966E+02  2.50360E+05  
  185  2.55552E+00  6.88186E+00  0.00000E+00  7.03076E+00  1.21381E+02  2.55432E+05  
  186  2.60786E+00  6.95896E+00  0.00000E+00  7.38015E+00  1.22781E+02  2.60666E+05  
  187  2.66055E+00  7.04320E+00  0.00000E+00  7.79154E+00  1.24147E+02  2.66005E+05  
  188  2.71281E+00  7.13558E+00  0.00000E+00  8.28067E+00  1.25450E+02  2.71379E+05  
  189  2.76754E+00  7.23795E+00  0.00000E+00  8.88468E+00  1.26666E+02  2.76710E+05  
  190  2.82341E+00  7.34781E+00  0.00000E+00  9.56530E+00  1.27926E+02  2.82292E+05  
  191  2.87991E+00  7.47355E+00  0.00000E+00  1.04169E+01  1.29136E+02  2.87991E+05  
  192  2.93604E+00  7.61623E+00  0.00000E+00  1.14955E+01  1.30321E+02  2.93754E+05  
  193  2.99364E+00  7.77237E+00  0.00000E+00  1.28059E+01  1.31514E+02  2.99480E+05  
  194  3.05571E+00  7.95306E+00  0.00000E+00  1.45105E+01  1.32798E+02  3.05355E+05  
  195  3.11660E+00  8.16063E+00  0.00000E+00  1.66938E+01  1.34363E+02  3.11686E+05  
  196  3.17895E+00  8.40749E+00  0.00000E+00  1.96552E+01  1.36145E+02  3.17898E+05  
  197  3.24030E+00  8.70574E+00  0.00000E+00  2.37794E+01  1.38529E+02  3.24257E+05  
  198  3.30512E+00  9.07310E+00  0.00000E+00  2.92213E+01  1.41450E+02  3.30515E+05  
  199  3.37367E+00  9.52960E+00  0.00000E+00  3.66136E+01  1.45603E+02  3.37126E+05  
  200  3.44413E+00  1.01090E+01  0.00000E+00  4.72218E+01  1.52096E+02  3.44118E+05  
  201  3.50981E+00  1.08617E+01  0.00000E+00  6.08271E+01  1.60472E+02  3.51306E+05  
  202  3.58009E+00  1.19448E+01  0.00000E+00  7.88639E+01  1.71202E+02  3.58005E+05  
  203  3.65135E+00  1.31810E+01  0.00000E+00  1.02927E+02  1.88280E+02  3.65173E+05  
  204  3.72437E+00  1.41779E+01  0.00000E+00  1.25654E+02  2.06584E+02  3.72442E+05  
  205  3.80047E+00  1.48103E+01  0.00000E+00  1.45403E+02  2.24428E+02  3.79891E+05  
  206  3.87454E+00  1.50826E+01  0.00000E+00  1.59993E+02  2.39177E+02  3.87653E+05  
  207  3.95211E+00  1.53548E+01  0.00000E+00  1.76692E+02  2.55988E+02  3.95207E+05  
  208  4.03117E+00  1.53859E+01  0.00000E+00  1.91989E+02  2.72709E+02  4.03121E+05  
  209  4.10958E+00  1.51457E+01  0.00000E+00  2.04178E+02  2.87818E+02  4.11185E+05  
  210  4.19180E+00  1.48556E+01  0.00000E+00  2.20382E+02  3.07314E+02  4.19182E+05  
  211  4.27563E+00  1.44785E+01  0.00000E+00  2.36356E+02  3.27337E+02  4.27569E+05  
  212  4.36117E+00  1.40630E+01  0.00000E+00  2.53941E+02  3.49483E+02  4.36120E+05  
  213  4.44984E+00  1.36686E+01  0.00000E+00  2.75080E+02  3.75345E+02  4.44845E+05  
  214  4.54021E+00  1.32697E+01  0.00000E+00  2.99040E+02  4.04420E+02  4.53889E+05  
  215  4.62710E+00  1.28268E+01  0.00000E+00  3.21426E+02  4.32659E+02  4.63107E+05  
  216  4.71976E+00  1.24445E+01  0.00000E+00  3.56665E+02  4.73508E+02  4.71970E+05  
  217  4.81418E+00  1.20463E+01  0.00000E+00  3.95829E+02  5.18953E+02  4.81422E+05  
  218  4.91052E+00  1.16411E+01  0.00000E+00  4.42491E+02  5.72448E+02  4.91052E+05  
  219  5.00876E+00  1.12238E+01  0.00000E+00  4.98118E+02  6.35604E+02  5.00879E+05  
  220  5.10895E+00  1.07897E+01  0.00000E+00  5.63680E+02  7.09560E+02  5.10899E+05  
  221  5.21112E+00  1.03347E+01  0.00000E+00  6.43188E+02  7.98536E+02  5.21119E+05  
  222  5.31531E+00  9.85045E+00  0.00000E+00  7.39163E+02  9.05408E+02  5.31541E+05  
  223  5.42161E+00  9.33304E+00  0.00000E+00  8.54552E+02  1.03352E+03  5.42168E+05  
  224  5.52999E+00  8.78136E+00  0.00000E+00  9.92417E+02  1.18643E+03  5.53011E+05  
  225  5.64050E+00  8.19974E+00  0.00000E+00  1.15652E+03  1.36845E+03  5.64066E+05  
  226  5.75331E+00  7.59447E+00  0.00000E+00  1.35146E+03  1.58485E+03  5.75338E+05  
  227  5.86819E+00  6.97038E+00  0.00000E+00  1.57916E+03  1.83853E+03  5.86844E+05  
  228  5.98547E+00  6.33511E+00  0.00000E+00  1.83898E+03  2.13007E+03  5.98562E+05  
  229  6.10511E+00  5.69926E+00  0.00000E+00  2.12090E+03  2.45093E+03  6.10526E+05  
  230  6.22703E+00  5.08142E+00  0.00000E+00  2.40659E+03  2.78414E+03  6.22729E+05  
  231  6.35165E+00  4.50712E+00  0.00000E+00  2.66993E+03  3.10409E+03  6.35164E+05  
  232  6.60572E+00  3.71310E+00  3.99831E+00  2.69857E+03  3.28924E+03  6.60580E+05  
  233  6.86995E+00  3.36601E+00  3.86715E+00  2.43394E+03  3.10527E+03  6.87003E+05  
  234  7.14474E+00  3.27109E+00  3.73970E+00  2.31977E+03  3.03425E+03  7.14483E+05  
  235  7.43053E+00  3.29516E+00  3.63528E+00  2.43335E+03  3.17269E+03  7.43062E+05  
  236  7.72775E+00  3.36710E+00  3.54440E+00  2.67328E+03  3.43585E+03  7.72785E+05  
  237  8.03687E+00  3.44344E+00  3.45532E+00  2.98135E+03  3.76381E+03  8.03696E+05  
  238  8.35834E+00  3.51203E+00  0.00000E+00  3.34798E+03  4.08120E+03  8.35844E+05  
  239  8.69267E+00  3.57758E+00  0.00000E+00  3.73285E+03  4.48142E+03  8.69278E+05  
  240  9.04038E+00  3.64693E+00  0.00000E+00  4.17184E+03  4.93555E+03  9.04049E+05  
  241  9.40200E+00  3.72034E+00  0.00000E+00  4.67027E+03  5.44886E+03  9.40211E+05  
  242  9.77808E+00  3.80246E+00  0.00000E+00  5.24010E+03  6.03235E+03  9.77820E+05  
  243  1.01692E+01  3.88867E+00  0.00000E+00  5.88579E+03  6.69146E+03  1.01693E+06  
  244  1.05760E+01  3.97919E+00  0.00000E+00  6.61472E+03  7.43356E+03  1.05761E+06  
  245  1.09990E+01  4.07909E+00  0.00000E+00  7.44701E+03  8.27775E+03  1.09991E+06  
  246  1.14390E+01  4.18072E+00  0.00000E+00  8.37887E+03  9.22183E+03  1.14391E+06  
  247  1.18965E+01  4.28396E+00  0.00000E+00  9.41968E+03  1.02752E+04  1.18967E+06  
  248  1.23724E+01  4.39646E+00  0.00000E+00  1.05884E+04  1.14554E+04  1.23725E+06  
  249  1.28673E+01  4.50469E+00  0.00000E+00  1.18337E+04  1.27137E+04  1.28674E+06  
  250  1.33820E+01  4.59331E+00  0.00000E+00  1.32126E+04  1.41101E+04  1.33821E+06  
  251  1.39172E+01  4.68154E+00  0.00000E+00  1.47887E+04  1.57046E+04  1.39174E+06  
  252  1.44739E+01  4.77146E+00  0.00000E+00  1.64922E+04  1.74268E+04  1.44741E+06  
  253  1.50529E+01  4.86749E+00  0.00000E+00  1.84127E+04  1.93655E+04  1.50531E+06  
  254  1.56550E+01  4.97008E+00  0.00000E+00  2.05710E+04  2.15414E+04  1.56552E+06  
  255  1.62812E+01  5.07971E+00  0.00000E+00  2.29898E+04  2.39773E+04  1.62814E+06  
  256  1.69325E+01  5.19880E+00  0.00000E+00  2.56428E+04  2.66462E+04  1.69327E+06  
  257  1.76098E+01  5.32222E+00  0.00000E+00  2.85905E+04  2.96098E+04  1.76100E+06  
  258  1.83142E+01  5.45011E+00  0.00000E+00  3.18601E+04  3.28953E+04  1.83144E+06  
  259  1.90467E+01  5.59134E+00  0.00000E+00  3.55350E+04  3.65845E+04  1.90470E+06  
  260  1.98086E+01  5.73358E+00  0.00000E+00  3.95259E+04  4.05903E+04  1.98088E+06  
